time,current
2022-12-23 15:02:26,0.01999432
2022-12-23 15:02:56,0.01168248
2022-12-23 15:03:26,0.009315756
2022-12-23 15:03:56,0.008101837
2022-12-23 15:04:26,0.00754359
2022-12-23 15:04:56,0.006984475
2022-12-23 15:05:27,0.006658957
2022-12-23 15:05:57,0.00632262
2022-12-23 15:06:27,0.005942946
2022-12-23 15:06:57,0.00560256
2022-12-23 15:07:27,0.005364914
2022-12-23 15:07:57,0.005109845
2022-12-23 15:08:27,0.004969484
2022-12-23 15:08:57,0.004582696
2022-12-23 15:09:27,0.004497345
2022-12-23 15:09:58,0.004306534
2022-12-23 15:10:28,0.004084517
2022-12-23 15:10:58,0.003765512
2022-12-23 15:11:28,0.003533776
2022-12-23 15:11:58,0.003640126
2022-12-23 15:12:28,0.003545964
2022-12-23 15:12:58,0.003416
2022-12-23 15:13:28,0.003298859
2022-12-23 15:13:58,0.00318917
2022-12-23 15:14:29,0.003095238
2022-12-23 15:14:59,0.002978841
2022-12-23 15:15:29,0.002875015
2022-12-23 15:15:59,0.002792339
2022-12-23 15:16:29,0.002567087
2022-12-23 15:16:59,0.002591284
2022-12-23 15:17:29,0.002498504
2022-12-23 15:17:59,0.00244695
2022-12-23 15:18:29,0.002353394
2022-12-23 15:18:59,0.002303155
2022-12-23 15:19:30,0.002189775
2022-12-23 15:20:00,0.002076901
2022-12-23 15:20:30,0.002026472
2022-12-23 15:21:00,0.001979334
2022-12-23 15:21:30,0.001943296
2022-12-23 15:22:00,0.00190193
2022-12-23 15:22:30,0.001869361
2022-12-23 15:23:00,0.00178725
2022-12-23 15:23:30,0.001623016
2022-12-23 15:24:01,0.001626242
2022-12-23 15:24:31,0.001591456
2022-12-23 15:25:01,0.001542749
2022-12-23 15:25:31,0.00152309
2022-12-23 15:26:01,0.001463361
2022-12-23 15:26:31,0.001413621
2022-12-23 15:27:01,0.001377565
2022-12-23 15:27:31,0.001320628
2022-12-23 15:28:01,0.001228973
2022-12-23 15:28:32,0.001185001
2022-12-23 15:29:02,0.001123623
2022-12-23 15:29:32,0.001026011
2022-12-23 15:30:02,0.001008185
2022-12-23 15:30:32,0.0005560211
2022-12-23 15:31:02,0.0009536071
2022-12-23 15:31:32,0.0007660388
2022-12-23 15:32:02,0.0007572789
2022-12-23 15:32:32,0.0007812839
2022-12-23 15:33:03,0.000770058
2022-12-23 15:33:33,0.0007565304
2022-12-23 15:34:03,0.0007327158
2022-12-23 15:34:33,0.0007126834
2022-12-23 15:35:03,0.0006951814
2022-12-23 15:35:33,0.000672485
2022-12-23 15:36:03,0.0006501892
2022-12-23 15:36:33,0.0006254946
2022-12-23 15:37:03,0.0006019418
2022-12-23 15:37:34,0.0005765043
2022-12-23 15:38:04,0.0005510065
2022-12-23 15:38:34,0.0005371181
2022-12-23 15:39:04,0.0005235507
2022-12-23 15:39:34,0.0005091279
2022-12-23 15:40:04,0.0005021162
2022-12-23 15:40:34,0.0004919509
2022-12-23 15:41:04,0.0004629951
2022-12-23 15:41:34,0.0004507336
2022-12-23 15:42:05,0.0004416053
2022-12-23 15:42:35,0.0004315103
2022-12-23 15:43:05,0.0004238305
2022-12-23 15:43:35,0.0004146807
2022-12-23 15:44:05,0.0004033177
2022-12-23 15:44:35,0.0003964686
2022-12-23 15:45:05,0.0003874868
2022-12-23 15:45:35,0.0003651408
2022-12-23 15:46:05,0.0003685095
2022-12-23 15:46:35,0.000360321
2022-12-23 15:47:06,0.0003555677
2022-12-23 15:47:36,0.0003459466
2022-12-23 15:48:06,0.000333755
2022-12-23 15:48:36,0.0003330383
2022-12-23 15:49:06,0.000323269
2022-12-23 15:49:36,0.0003159358
2022-12-23 15:50:06,0.0003110072
2022-12-23 15:50:36,0.0003058263
2022-12-23 15:51:07,0.0002981026
