time,voltage
2022-12-22 14:21:14.878778,4.098351
2022-12-22 14:21:44.995897,4.097933
2022-12-22 14:22:15.119367,4.097507
2022-12-22 14:22:45.241846,4.097108
2022-12-22 14:23:15.359098,4.096706
2022-12-22 14:23:45.493051,4.096296
2022-12-22 14:24:15.612127,4.095891
2022-12-22 14:24:45.735503,4.095478
2022-12-22 14:25:15.858944,4.095078
2022-12-22 14:25:45.978392,4.094662
2022-12-22 14:26:16.098209,4.094261
2022-12-22 14:26:46.228826,4.093857
2022-12-22 14:27:16.361346,4.093441
2022-12-22 14:27:46.494356,4.093032
2022-12-22 14:28:16.607114,4.092638
2022-12-22 14:28:46.734933,4.0922
2022-12-22 14:29:16.858687,4.091826
2022-12-22 14:29:46.998179,4.091413
2022-12-22 14:30:17.131154,4.090988
2022-12-22 14:30:47.262014,4.090604
2022-12-22 14:31:17.381997,4.090187
2022-12-22 14:31:47.508506,4.089796
2022-12-22 14:32:17.629352,4.089382
2022-12-22 14:32:47.771078,4.088973
2022-12-22 14:33:17.904352,4.088588
2022-12-22 14:33:48.038464,4.088176
2022-12-22 14:34:18.178198,4.087807
2022-12-22 14:34:48.314015,4.087389
2022-12-22 14:35:18.438721,4.08699
2022-12-22 14:35:48.559339,4.086589
2022-12-22 14:36:18.684170,4.086192
2022-12-22 14:36:48.804989,4.085815
2022-12-22 14:37:18.926800,4.085408
2022-12-22 14:37:49.053614,4.085005
2022-12-22 14:38:19.178593,4.084598
2022-12-22 14:38:49.298152,4.084198
2022-12-22 14:39:19.427869,4.083786
2022-12-22 14:39:49.544081,4.083397
2022-12-22 14:40:19.662774,4.083007
2022-12-22 14:40:49.786544,4.082613
2022-12-22 14:41:19.916288,4.082231
2022-12-22 14:41:50.049592,4.081835
2022-12-22 14:42:20.182924,4.081447
2022-12-22 14:42:50.305577,4.081032
2022-12-22 14:43:20.424614,4.080636
2022-12-22 14:43:50.546558,4.080248
2022-12-22 14:44:20.661263,4.079881
2022-12-22 14:44:50.777965,4.07949
2022-12-22 14:45:20.902953,4.079081
2022-12-22 14:45:51.025113,4.07867
2022-12-22 14:46:21.150322,4.07829
2022-12-22 14:46:51.283437,4.077891
2022-12-22 14:47:21.422857,4.077512
2022-12-22 14:47:51.547322,4.077128
2022-12-22 14:48:21.671132,4.076733
2022-12-22 14:48:51.799776,4.076333
2022-12-22 14:49:21.941331,4.075936
2022-12-22 14:49:52.062675,4.075549
2022-12-22 14:50:22.185528,4.075167
2022-12-22 14:50:52.308894,4.074786
2022-12-22 14:51:22.432483,4.074412
2022-12-22 14:51:52.563023,4.074042
2022-12-22 14:52:22.695464,4.073646
2022-12-22 14:52:52.821934,4.07324
2022-12-22 14:53:22.939282,4.072875
2022-12-22 14:53:53.065203,4.072495
2022-12-22 14:54:23.185070,4.072113
2022-12-22 14:54:53.315891,4.071726
2022-12-22 14:55:23.445388,4.071336
2022-12-22 14:55:53.568196,4.070955
2022-12-22 14:56:23.695006,4.070573
2022-12-22 14:56:53.834044,4.070199
2022-12-22 14:57:23.966345,4.069797
2022-12-22 14:57:54.105815,4.069419
2022-12-22 14:58:24.233268,4.069037
2022-12-22 14:58:54.356772,4.068649
2022-12-22 14:59:24.489592,4.068266
2022-12-22 14:59:54.613758,4.067886
2022-12-22 15:00:24.739293,4.067503
2022-12-22 15:00:54.862979,4.067121
2022-12-22 15:01:24.991062,4.066735
2022-12-22 15:01:55.107795,4.06635
2022-12-22 15:02:25.232579,4.065964
2022-12-22 15:02:55.358815,4.065576
2022-12-22 15:03:25.484179,4.06521
2022-12-22 15:03:55.609934,4.064827
2022-12-22 15:04:25.735959,4.064449
2022-12-22 15:04:55.874215,4.064068
2022-12-22 15:05:26.010356,4.063695
2022-12-22 15:05:56.145105,4.063318
2022-12-22 15:06:26.277907,4.062929
2022-12-22 15:06:56.406453,4.06255
2022-12-22 15:07:26.532107,4.062174
2022-12-22 15:07:56.655723,4.061793
2022-12-22 15:08:26.778882,4.061385
2022-12-22 15:08:56.902319,4.061052
2022-12-22 15:09:27.028640,4.060669
2022-12-22 15:09:57.158020,4.060297
2022-12-22 15:10:27.291751,4.059942
2022-12-22 15:10:57.414445,4.059538
2022-12-22 15:11:27.553638,4.059166
2022-12-22 15:11:57.685141,4.058774
2022-12-22 15:12:27.810114,4.058412
2022-12-22 15:12:57.940778,4.058023
2022-12-22 15:13:28.053827,4.057649
2022-12-22 15:13:58.183072,4.057261
2022-12-22 15:14:28.295948,4.056867
2022-12-22 15:14:58.427672,4.056508
2022-12-22 15:15:28.547907,4.05613
2022-12-22 15:15:58.668972,4.055761
2022-12-22 15:16:28.784291,4.055398
2022-12-22 15:16:58.900694,4.055022
2022-12-22 15:17:29.028157,4.054674
2022-12-22 15:17:59.148752,4.0543
2022-12-22 15:18:29.281125,4.053912
2022-12-22 15:18:59.408527,4.053531
2022-12-22 15:19:29.538543,4.053173
2022-12-22 15:19:59.672103,4.052816
2022-12-22 15:20:29.795883,4.052412
2022-12-22 15:20:59.921339,4.052073
2022-12-22 15:21:30.037327,4.051673
2022-12-22 15:22:00.161803,4.051339
2022-12-22 15:22:30.292466,4.05094
2022-12-22 15:23:00.417993,4.050599
2022-12-22 15:23:30.543421,4.050209
2022-12-22 15:24:00.667340,4.04982
2022-12-22 15:24:30.801140,4.049465
2022-12-22 15:25:00.923176,4.049077
2022-12-22 15:25:31.038163,4.048728
2022-12-22 15:26:01.165992,4.048344
2022-12-22 15:26:31.301659,4.047978
2022-12-22 15:27:01.423683,4.047615
2022-12-22 15:27:31.550115,4.047226
2022-12-22 15:28:01.674566,4.046865
2022-12-22 15:28:31.801155,4.046486
2022-12-22 15:29:01.938270,4.046117
2022-12-22 15:29:32.072020,4.045754
2022-12-22 15:30:02.199425,4.045385
2022-12-22 15:30:32.329094,4.045022
2022-12-22 15:31:02.449934,4.044637
2022-12-22 15:31:32.571679,4.044258
2022-12-22 15:32:02.692834,4.04387
2022-12-22 15:32:32.805507,4.043519
2022-12-22 15:33:02.923063,4.043157
2022-12-22 15:33:33.056434,4.042786
2022-12-22 15:34:03.190107,4.042403
2022-12-22 15:34:33.316033,4.042043
2022-12-22 15:35:03.449248,4.041677
2022-12-22 15:35:33.576683,4.041309
2022-12-22 15:36:03.702328,4.040927
2022-12-22 15:36:33.821030,4.04057
2022-12-22 15:37:03.939593,4.040191
2022-12-22 15:37:34.072334,4.039838
2022-12-22 15:38:04.208543,4.039466
2022-12-22 15:38:34.347551,4.039101
2022-12-22 15:39:04.465687,4.038743
2022-12-22 15:39:34.597466,4.038354
2022-12-22 15:40:04.735444,4.037976
2022-12-22 15:40:34.870385,4.037603
2022-12-22 15:41:04.997706,4.037234
2022-12-22 15:41:35.129805,4.036879
2022-12-22 15:42:05.258008,4.036522
2022-12-22 15:42:35.389740,4.036161
2022-12-22 15:43:05.514927,4.035806
2022-12-22 15:43:35.636674,4.035421
2022-12-22 15:44:05.761912,4.035038
2022-12-22 15:44:35.889769,4.034671
2022-12-22 15:45:06.018306,4.034325
2022-12-22 15:45:36.139570,4.033951
2022-12-22 15:46:06.268132,4.033609
2022-12-22 15:46:36.410335,4.033239
2022-12-22 15:47:06.529384,4.03289
2022-12-22 15:47:36.667306,4.032532
2022-12-22 15:48:06.792369,4.032168
2022-12-22 15:48:36.921369,4.031815
2022-12-22 15:49:07.053118,4.031438
2022-12-22 15:49:37.183537,4.031077
2022-12-22 15:50:07.317931,4.030708
2022-12-22 15:50:37.446313,4.030347
2022-12-22 15:51:07.558217,4.029984
2022-12-22 15:51:37.691315,4.029629
2022-12-22 15:52:07.831077,4.029286
2022-12-22 15:52:37.970671,4.028924
2022-12-22 15:53:08.091027,4.028573
2022-12-22 15:53:38.221208,4.028209
2022-12-22 15:54:08.351359,4.027843
2022-12-22 15:54:38.479395,4.027481
2022-12-22 15:55:08.590912,4.027106
2022-12-22 15:55:38.727683,4.026733
2022-12-22 15:56:08.855553,4.026377
2022-12-22 15:56:38.977075,4.026027
2022-12-22 15:57:09.094350,4.02566
2022-12-22 15:57:39.220049,4.0253
2022-12-22 15:58:09.335515,4.02493
2022-12-22 15:58:39.456376,4.024579
2022-12-22 15:59:09.584226,4.024223
2022-12-22 15:59:39.698480,4.023881
2022-12-22 16:00:09.827774,4.023509
2022-12-22 16:00:39.963500,4.023159
2022-12-22 16:01:10.080850,4.0228
2022-12-22 16:01:40.204138,4.022448
2022-12-22 16:02:10.322929,4.022088
2022-12-22 16:02:40.436811,4.021738
2022-12-22 16:03:10.567820,4.021393
2022-12-22 16:03:40.693780,4.021006
2022-12-22 16:04:10.833165,4.020636
2022-12-22 16:04:40.972628,4.020271
2022-12-22 16:05:11.098653,4.019927
2022-12-22 16:05:41.233043,4.019578
2022-12-22 16:06:11.362043,4.019213
2022-12-22 16:06:41.499192,4.01885
2022-12-22 16:07:11.629473,4.018489
2022-12-22 16:07:41.754061,4.01813
2022-12-22 16:08:11.884856,4.017786
2022-12-22 16:08:42.017266,4.017406
2022-12-22 16:09:12.150182,4.017065
2022-12-22 16:09:42.282590,4.016699
2022-12-22 16:10:12.414252,4.016339
2022-12-22 16:10:42.544886,4.015974
2022-12-22 16:11:12.661907,4.01562
2022-12-22 16:11:42.794982,4.015238
2022-12-22 16:12:12.928054,4.014896
2022-12-22 16:12:43.068730,4.014529
2022-12-22 16:13:13.192087,4.014158
2022-12-22 16:13:43.315666,4.013813
2022-12-22 16:14:13.442423,4.013463
2022-12-22 16:14:43.561932,4.013102
2022-12-22 16:15:13.690688,4.012772
2022-12-22 16:15:43.827657,4.012394
2022-12-22 16:16:13.949428,4.012044
2022-12-22 16:16:44.071093,4.011672
2022-12-22 16:17:14.195778,4.011327
2022-12-22 16:17:44.314279,4.010963
2022-12-22 16:18:14.433838,4.010616
2022-12-22 16:18:44.567052,4.010277
2022-12-22 16:19:14.699867,4.0099
2022-12-22 16:19:44.826543,4.009542
2022-12-22 16:20:14.958142,4.009203
2022-12-22 16:20:45.075926,4.008857
2022-12-22 16:21:15.200894,4.008496
2022-12-22 16:21:45.324906,4.008134
2022-12-22 16:22:15.459417,4.007786
2022-12-22 16:22:45.584300,4.007437
2022-12-22 16:23:15.719163,4.007066
2022-12-22 16:23:45.858533,4.006748
2022-12-22 16:24:15.995720,4.006371
2022-12-22 16:24:46.128675,4.006017
2022-12-22 16:25:16.261772,4.005686
2022-12-22 16:25:46.387953,4.005328
2022-12-22 16:26:16.514946,4.004951
2022-12-22 16:26:46.648991,4.004609
2022-12-22 16:27:16.774343,4.004268
2022-12-22 16:27:46.893382,4.003925
2022-12-22 16:28:17.017478,4.003579
2022-12-22 16:28:47.139054,4.003247
2022-12-22 16:29:17.273605,4.002855
2022-12-22 16:29:47.400621,4.002521
2022-12-22 16:30:17.537000,4.002168
2022-12-22 16:30:47.662785,4.00182
2022-12-22 16:31:17.781931,4.001458
2022-12-22 16:31:47.898652,4.001114
2022-12-22 16:32:18.023517,4.000762
2022-12-22 16:32:48.141849,4.000417
2022-12-22 16:33:18.268005,4.00007
2022-12-22 16:33:48.396553,3.999706
2022-12-22 16:34:18.523947,3.999379
2022-12-22 16:34:48.642702,3.999023
2022-12-22 16:35:18.762532,3.998664
2022-12-22 16:35:48.890369,3.998302
2022-12-22 16:36:19.024400,3.997949
2022-12-22 16:36:49.137319,3.997607
2022-12-22 16:37:19.259804,3.997272
2022-12-22 16:37:49.378889,3.996909
2022-12-22 16:38:19.507198,3.996572
2022-12-22 16:38:49.625003,3.996219
2022-12-22 16:39:19.754471,3.995867
2022-12-22 16:39:49.882906,3.995519
2022-12-22 16:40:20.006614,3.995156
2022-12-22 16:40:50.119506,3.994812
2022-12-22 16:41:20.256000,3.994468
2022-12-22 16:41:50.387109,3.994118
2022-12-22 16:42:20.528698,3.993771
2022-12-22 16:42:50.658457,3.993411
2022-12-22 16:43:20.787827,3.993063
2022-12-22 16:43:50.910599,3.992686
2022-12-22 16:44:21.036065,3.992354
2022-12-22 16:44:51.159842,3.992007
2022-12-22 16:45:21.280021,3.991673
2022-12-22 16:45:51.407485,3.991315
2022-12-22 16:46:21.542764,3.99099
2022-12-22 16:46:51.677358,3.990632
2022-12-22 16:47:21.812978,3.990275
2022-12-22 16:47:51.946006,3.989908
2022-12-22 16:48:22.064299,3.989604
2022-12-22 16:48:52.180718,3.989229
2022-12-22 16:49:22.314511,3.988889
2022-12-22 16:49:52.445220,3.988536
2022-12-22 16:50:22.570068,3.988193
2022-12-22 16:50:52.691502,3.987851
2022-12-22 16:51:22.814811,3.987487
2022-12-22 16:51:52.951700,3.987142
2022-12-22 16:52:23.084339,3.986793
2022-12-22 16:52:53.207893,3.986458
2022-12-22 16:53:23.342954,3.986089
2022-12-22 16:53:53.467870,3.985756
2022-12-22 16:54:23.594539,3.985371
2022-12-22 16:54:53.727263,3.985059
2022-12-22 16:55:23.854075,3.984695
2022-12-22 16:55:53.981531,3.984338
2022-12-22 16:56:24.120141,3.984009
2022-12-22 16:56:54.243286,3.983648
2022-12-22 16:57:24.364717,3.983293
2022-12-22 16:57:54.493958,3.982962
2022-12-22 16:58:24.611017,3.982627
2022-12-22 16:58:54.730507,3.982269
2022-12-22 16:59:24.854616,3.981907
2022-12-22 16:59:54.984139,3.981597
2022-12-22 17:00:25.107936,3.981248
2022-12-22 17:00:55.221922,3.980925
2022-12-22 17:01:25.351044,3.980566
2022-12-22 17:01:55.471749,3.98023
2022-12-22 17:02:25.597252,3.979876
2022-12-22 17:02:55.724822,3.979542
2022-12-22 17:03:25.853689,3.979203
2022-12-22 17:03:55.990153,3.978881
2022-12-22 17:04:26.125389,3.978526
2022-12-22 17:04:56.251335,3.978193
2022-12-22 17:05:26.385106,3.977839
2022-12-22 17:05:56.517551,3.977489
2022-12-22 17:06:26.639883,3.97716
2022-12-22 17:06:56.772749,3.976815
2022-12-22 17:07:26.896495,3.976457
2022-12-22 17:07:57.018805,3.976131
2022-12-22 17:08:27.145985,3.975798
2022-12-22 17:08:57.281141,3.975425
2022-12-22 17:09:27.421527,3.97511
2022-12-22 17:09:57.549760,3.97477
2022-12-22 17:10:27.666916,3.974421
2022-12-22 17:10:57.779784,3.974082
2022-12-22 17:11:27.907822,3.973734
2022-12-22 17:11:58.033503,3.973429
2022-12-22 17:12:28.171727,3.973068
2022-12-22 17:12:58.304755,3.972718
2022-12-22 17:13:28.422369,3.972382
2022-12-22 17:13:58.545790,3.972067
2022-12-22 17:14:28.673976,3.971723
2022-12-22 17:14:58.812142,3.971412
2022-12-22 17:15:28.945338,3.971051
2022-12-22 17:15:59.087375,3.970692
2022-12-22 17:16:29.211026,3.970371
2022-12-22 17:16:59.336488,3.97003
2022-12-22 17:17:29.454058,3.969713
2022-12-22 17:17:59.581223,3.969354
2022-12-22 17:18:29.714594,3.969008
2022-12-22 17:18:59.836905,3.96867
2022-12-22 17:19:29.963318,3.968338
2022-12-22 17:20:00.092153,3.967978
2022-12-22 17:20:30.220839,3.967668
2022-12-22 17:21:00.348196,3.967331
2022-12-22 17:21:30.473583,3.966978
2022-12-22 17:22:00.596675,3.966624
2022-12-22 17:22:30.724951,3.966322
2022-12-22 17:23:00.843544,3.965975
2022-12-22 17:23:30.976015,3.965631
2022-12-22 17:24:01.107865,3.965287
2022-12-22 17:24:31.230564,3.964941
2022-12-22 17:25:01.356699,3.964613
2022-12-22 17:25:31.485262,3.96426
2022-12-22 17:26:01.606926,3.963918
2022-12-22 17:26:31.735944,3.96359
2022-12-22 17:27:01.865973,3.963251
2022-12-22 17:27:31.987597,3.96291
2022-12-22 17:28:02.111586,3.96257
2022-12-22 17:28:32.253450,3.96223
2022-12-22 17:29:02.386512,3.961902
2022-12-22 17:29:32.527598,3.961553
2022-12-22 17:30:02.663458,3.961216
2022-12-22 17:30:32.798030,3.96087
2022-12-22 17:31:02.933770,3.96054
2022-12-22 17:31:33.068432,3.960175
2022-12-22 17:32:03.209580,3.95986
2022-12-22 17:32:33.337351,3.959531
2022-12-22 17:33:03.456476,3.959169
2022-12-22 17:33:33.585442,3.958853
2022-12-22 17:34:03.712180,3.958525
2022-12-22 17:34:33.834836,3.958168
2022-12-22 17:35:03.951670,3.957845
2022-12-22 17:35:34.085569,3.95751
2022-12-22 17:36:04.219796,3.957169
2022-12-22 17:36:34.352023,3.956843
2022-12-22 17:37:04.465325,3.956494
2022-12-22 17:37:34.590366,3.95615
2022-12-22 17:38:04.712662,3.955846
2022-12-22 17:38:34.829313,3.955499
2022-12-22 17:39:04.952466,3.955162
2022-12-22 17:39:35.082980,3.954821
2022-12-22 17:40:05.206347,3.954486
2022-12-22 17:40:35.339958,3.954151
2022-12-22 17:41:05.470303,3.953792
2022-12-22 17:41:35.608244,3.953485
2022-12-22 17:42:05.747229,3.95314
2022-12-22 17:42:35.881519,3.952801
2022-12-22 17:43:06.010478,3.952466
2022-12-22 17:43:36.137565,3.952155
2022-12-22 17:44:06.261827,3.951813
2022-12-22 17:44:36.398335,3.951482
2022-12-22 17:45:06.534238,3.951132
2022-12-22 17:45:36.667782,3.950817
2022-12-22 17:46:06.786794,3.950474
2022-12-22 17:46:36.915146,3.95012
2022-12-22 17:47:07.045372,3.949788
2022-12-22 17:47:37.161652,3.949458
2022-12-22 17:48:07.295813,3.949144
2022-12-22 17:48:37.424535,3.948798
2022-12-22 17:49:07.561358,3.948446
2022-12-22 17:49:37.690343,3.948126
2022-12-22 17:50:07.813622,3.947784
2022-12-22 17:50:37.937438,3.947442
2022-12-22 17:51:08.059356,3.947106
2022-12-22 17:51:38.198454,3.946765
2022-12-22 17:52:08.338780,3.94644
2022-12-22 17:52:38.474862,3.946122
2022-12-22 17:53:08.604061,3.945773
2022-12-22 17:53:38.720595,3.945443
2022-12-22 17:54:08.854502,3.945105
2022-12-22 17:54:38.985779,3.944786
2022-12-22 17:55:09.111117,3.944442
2022-12-22 17:55:39.238172,3.944096
2022-12-22 17:56:09.369949,3.943764
2022-12-22 17:56:39.498768,3.94345
2022-12-22 17:57:09.613971,3.943103
2022-12-22 17:57:39.740277,3.942759
2022-12-22 17:58:09.866349,3.942444
2022-12-22 17:58:40.003296,3.942109
2022-12-22 17:59:10.131124,3.941768
2022-12-22 17:59:40.251787,3.941419
2022-12-22 18:00:10.389024,3.941089
2022-12-22 18:00:40.522540,3.940766
2022-12-22 18:01:10.652154,3.940439
2022-12-22 18:01:40.775568,3.940093
2022-12-22 18:02:10.920046,3.939762
2022-12-22 18:02:41.055345,3.939418
2022-12-22 18:03:11.184133,3.939107
2022-12-22 18:03:41.310939,3.938772
2022-12-22 18:04:11.448746,3.938438
2022-12-22 18:04:41.584136,3.938115
2022-12-22 18:05:11.719339,3.937768
2022-12-22 18:05:41.856933,3.937451
2022-12-22 18:06:11.980786,3.937137
2022-12-22 18:06:42.114031,3.936783
2022-12-22 18:07:12.249527,3.936454
2022-12-22 18:07:42.361324,3.936143
2022-12-22 18:08:12.479988,3.935804
2022-12-22 18:08:42.608169,3.935481
2022-12-22 18:09:12.730814,3.935161
2022-12-22 18:09:42.847220,3.934816
2022-12-22 18:10:12.971034,3.934486
2022-12-22 18:10:43.097149,3.934151
2022-12-22 18:11:13.232995,3.933827
2022-12-22 18:11:43.361222,3.933492
2022-12-22 18:12:13.491566,3.933152
2022-12-22 18:12:43.620550,3.932812
2022-12-22 18:13:13.742034,3.932479
2022-12-22 18:13:43.856284,3.932143
2022-12-22 18:14:13.977266,3.931797
2022-12-22 18:14:44.105373,3.931492
2022-12-22 18:15:14.232485,3.931156
2022-12-22 18:15:44.364013,3.930843
2022-12-22 18:16:14.480927,3.930495
2022-12-22 18:16:44.604635,3.930167
2022-12-22 18:17:14.724027,3.929853
2022-12-22 18:17:44.850140,3.92953
2022-12-22 18:18:14.994200,3.929201
2022-12-22 18:18:45.119531,3.928869
2022-12-22 18:19:15.240261,3.928546
2022-12-22 18:19:45.367808,3.928231
2022-12-22 18:20:15.507889,3.927888
2022-12-22 18:20:45.643320,3.927553
2022-12-22 18:21:15.783698,3.927235
2022-12-22 18:21:45.912270,3.926903
2022-12-22 18:22:16.040340,3.92658
2022-12-22 18:22:46.173856,3.926259
2022-12-22 18:23:16.307692,3.925943
2022-12-22 18:23:46.434928,3.925599
2022-12-22 18:24:16.559718,3.925269
2022-12-22 18:24:46.690705,3.92495
2022-12-22 18:25:16.827337,3.924628
2022-12-22 18:25:46.965398,3.924294
2022-12-22 18:26:17.092683,3.923979
2022-12-22 18:26:47.224209,3.923644
2022-12-22 18:27:17.347104,3.9233
2022-12-22 18:27:47.475976,3.922973
2022-12-22 18:28:17.617962,3.922638
2022-12-22 18:28:47.745209,3.922327
2022-12-22 18:29:17.860578,3.92201
2022-12-22 18:29:47.992759,3.921686
2022-12-22 18:30:18.124612,3.921354
2022-12-22 18:30:48.256384,3.921038
2022-12-22 18:31:18.381805,3.92072
2022-12-22 18:31:48.498580,3.920389
2022-12-22 18:32:18.626369,3.920055
2022-12-22 18:32:48.739979,3.919723
2022-12-22 18:33:18.868638,3.919394
2022-12-22 18:33:48.989844,3.919068
2022-12-22 18:34:19.118382,3.918747
2022-12-22 18:34:49.245371,3.918422
2022-12-22 18:35:19.373651,3.918102
2022-12-22 18:35:49.497210,3.917757
2022-12-22 18:36:19.627900,3.91744
2022-12-22 18:36:49.747903,3.917131
2022-12-22 18:37:19.868829,3.916779
2022-12-22 18:37:49.985978,3.916478
